"CNT","Country","GNI","StudentTeacherRatio","TeacherMasters","ClassSize","ExtraCur","MaterialShortages","StaffShortages","StudentBehaviour","TeacherBehaviour","Attitude","Bullying","Discipline","SocioEcoStatus","ParentEducation","Competitiveness","Cooperation","TeacherFeedback","TeacherEngagment","TeacherInterest","TeacherSupport","TruantDay","TruantClass","PositiveAffect","LearningTime","Spending"
"JOR","Jordan",-1.12397983450551,1.23022710000699,1.16133594555463,0.909035246350634,-1.11597799106768,1.13458592646815,1.80195240771872,0.716935609138452,0.918170898874489,0.459487633970441,0.651260384792187,0.543418371406291,-0.792386993986822,-0.180302269361264,1.1721489966884,-0.0906255877017678,1.152989965906,1.48651934448948,0.827652287783666,1.57580327495709,0.164018011455422,0.0103181647534745,-1.45597379393011,-1.16162820559001,-1.07368485252956
"KAZ","Kazakhstan",-0.498642481321392,-0.92057236565505,-0.908506113014009,-0.169078494622072,-0.00115308829671741,0.0293925723773174,-0.9540039701499,1.99683580124397,2.55671372163326,-0.855702026852668,-0.0101617626822732,2.46825752752408,-0.0587069727932755,0.354661003117888,-0.0811552666852801,1.20120167588466,1.09203868772835,1.92481008698267,0.787943205493656,0.605055005117735,-0.00599303158161018,0.00873061378105353,1.85358877976273,0.257939880481117,-0.964072053429025
"MAC","Macao (China)",3.22132373086244,NA,NA,-0.186347738101985,2.0482636420931,-0.375111524520259,0.763996185240987,-1.25565723968356,0.0119624518036854,-1.38404802864184,0.186119293076992,-0.0558074530565581,-0.405337409270213,-1.32275200612151,0.386470234627208,0.0698691905136199,-0.927821944853958,-0.878250612287333,-1.07467731875147,-0.862582239533107,-0.970519519043694,-0.986924864031463,-0.830429466991767,0.604211194461389,1.46142872899637
"MYS","Malaysia",-0.240513880140198,-0.398252073213145,-0.391968351535102,0.881069980082062,-0.0342247919715155,-0.38779070466154,0.545369025411908,0.223447052145339,0.0477405438353468,0.579143171236033,1.09662539964382,-0.279668344373597,-0.845123515263494,-0.383885793618434,1.31238531889905,2.27697218749256,1.50130973106345,0.211973622254826,0.707592790957451,0.955086582064804,-0.692709200074869,-0.664906347332073,0.857727484817354,0.622496290434126,-0.26288499809167
"MLT","Malta",0.116702796978294,-1.28899476941292,-1.27190498588175,-1.24352577374188,0.988495579063198,-1.24346100593209,-0.0314343660236991,-0.574300856534835,0.147529588166987,0.849677783213441,0.943142942719956,-1.02160460012716,0.714455588918903,-0.328521204405794,1.18547511539935,-0.565211782424956,1.21495308055876,-0.513433504111988,0.614024114722889,0.691666779292268,0.195045610193494,0.0229890979466726,-0.614104456744149,0.550054734548343,0.17279506449286
"MDA","Moldova",-1.19933673259228,-0.190404260291812,-0.175139814235444,-0.256229976156565,-0.587703375614744,0.509145238711256,0.0590617815865142,1.0148985213329,-0.312148745473312,-0.723702203669306,-0.291495333604072,1.48350783025788,-0.528880751263256,0.101060950364511,0.156570838308246,0.485637630112191,0.0303829596344684,1.75435802547157,0.950060886559378,1.13076827025355,-0.154543412853381,-0.234141327543656,0.574144916799282,-2.08301876099807,-1.03487158561751
"MNE","Montenegro",-0.645192912959748,-0.31823623927399,-0.312923231197603,-0.444143201710892,0.781065686564881,0.669461730365003,-1.75731231112097,-0.12458073788989,-0.940491874049531,-0.903739492777892,-0.6420994656399,0.993188597804116,0.23722991679994,0.480281597040112,0.795556387254379,0.277680643146399,-0.281602437422234,0.894650587877006,0.0165449485705037,-0.125318968887274,0.341425364264314,0.286436646265105,1.41455598247068,-0.211836787529643,-1.02157082029218
"MKD","North Macedonia",-0.864185887510246,-0.46053822584036,-0.619128579141205,-0.743273486774134,0.312427508180754,0.680651087682203,-1.68775261286163,-1.65416399491167,-1.14181127242173,0.59445481326603,NA,NA,-0.067380795052076,0.05499330082498,0.628200029497677,1.75026466089088,NA,NA,NA,NA,4.15533943076288,4.1085382863881,1.32037394050704,NA,-0.861744971842851
"PAN","Panama",-0.536112762138018,0.953386837796447,0.815644435312412,1.52545124473965,0.0719930950171044,0.943705525165867,0.725176498000788,0.525315063530919,0.964114808631432,0.624102813310448,0.376519087325407,-0.859185923982875,-1.36986604796167,-1.16600509235123,-0.0455418760498692,-0.708688853315287,0.373730592485561,0.439679454015565,1.24937974488244,0.704306668390268,1.63069914238419,1.6699340980619,1.39842764158708,-0.53334338843316,-1.0530108411574
"PER","Peru",-0.945787832399785,0.524350586626412,0.519441736700311,-0.540806435671067,-0.605159315288989,1.2168364022278,0.989740621952896,-0.459070127016904,0.600905070896863,0.26472913934511,-0.728605707461819,0.271131875013933,-1.49472419178487,-0.368284821575328,0.740295762489137,0.0645884357476124,0.68476668874002,0.812019786601515,0.839669080234381,0.794320479730502,-0.0565670924015525,-0.127097010616813,1.21872839998866,1.45449662240326,-0.917978450523827
"PHL","Philippines",-1.06943975909465,2.4566109478806,2.43770849679121,2.79700019843607,0.496179490856332,1.28704503010159,-0.512328746528032,0.539363263145245,-0.445860930537641,-0.215782989890096,4.66275728896673,-1.134105353487,-2.13507691908122,-0.799040966611289,0.675827457395027,0.643809753211765,1.12313950863521,1.46707143501532,1.03082799391318,1.1765742635485,-0.101619083197929,-0.0966226713131601,0.714806689317686,2.42925229680533,-1.28623959322344
"QAT","Qatar",3.66305670804509,-0.682798001824807,-0.673062305836169,0.588798376398948,-0.201229413243346,-2.57769649720691,-1.3126927944532,-2.28462793307793,-1.67003135683802,0.704549112113305,0.762372531203127,-0.592535018099953,1.0933548442957,1.23305966692904,0.533445995712193,-0.238303841426951,0.48240324845849,0.113239692878515,-0.028269919807872,0.837277168462015,0.302341374146154,0.208541746610256,-0.383178412364031,0.608308098590889,4.91131268258423
"ROU","Romania",-0.370827190091349,0.363843324027368,0.355385858748152,-0.0922025935080182,-0.320458570150317,0.536881937630459,-0.873695242077172,0.551520827190727,-0.740386167011124,0.0796945854319725,0.840239754818083,0.759827967121555,-0.306600079825713,0.0115811962218399,0.251826876443185,0.374944149451433,-0.3854140059234,0.646814869923507,0.654799404402441,0.239895459026968,0.172957738601419,0.243662450672354,0.456880499452686,-1.1348045249786,-0.971297392262544
